CRASH DATE,hour,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3
1/9/2020,15,40.7624170,-73.9569900,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified
1/9/2020,9,40.7069800,-74.0064600,0,0,0,0,Other Vehicular,Unspecified,
1/9/2020,6,40.7262500,-74.0037400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/9/2020,21,40.8460240,-73.9358700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/9/2020,11,,,0,0,0,0,Unspecified,,
1/9/2020,19,40.7762200,-73.9759600,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/9/2020,18,40.7848400,-73.9484900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/9/2020,0,40.7278670,-73.9931500,1,0,0,0,Traffic Control Disregarded,Other Vehicular,
1/9/2020,12,40.7459500,-73.9980200,0,0,0,0,Following Too Closely,Unspecified,
1/9/2020,10,40.7431870,-73.9975050,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/9/2020,23,40.7544750,-73.9733800,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
1/9/2020,19,40.7583100,-73.9629400,2,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/9/2020,16,40.7408800,-73.9900740,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/9/2020,0,40.7615500,-73.9665900,0,0,0,0,Following Too Closely,Unspecified,
1/9/2020,23,40.7370500,-73.9865400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/9/2020,7,40.8530600,-73.9310000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/9/2020,8,40.7656750,-73.9762400,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,
1/9/2020,14,40.7606000,-73.9643400,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,
1/9/2020,20,40.7848130,-73.9525000,0,0,0,0,Passing Too Closely,Unspecified,
1/9/2020,9,40.7705730,-73.9821550,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/9/2020,17,40.7029570,-74.0115100,0,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,
1/9/2020,11,40.7858050,-73.9428600,0,0,0,0,Passing Too Closely,Unspecified,
1/9/2020,12,40.7915800,-73.9666060,1,0,1,0,Driver Inattention/Distraction,,
1/9/2020,5,40.7562940,-73.9738540,0,0,0,0,Passing Too Closely,Unspecified,
1/9/2020,11,40.7369270,-73.9899100,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,
1/9/2020,22,40.7646800,-73.9643000,0,0,0,0,Unspecified,Unspecified,
1/9/2020,10,40.8184700,-73.9414000,0,0,0,0,Unspecified,,
1/9/2020,11,40.7697530,-73.9545800,0,0,0,0,Driver Inexperience,Unspecified,
1/9/2020,16,40.7701200,-73.9574100,0,0,0,0,Passing Too Closely,Unspecified,
1/9/2020,13,40.7311250,-74.0042340,0,0,0,0,Following Too Closely,Unspecified,
1/9/2020,12,40.7236900,-73.9760360,0,0,0,0,Backing Unsafely,Unspecified,Unspecified
1/9/2020,15,40.7319200,-73.9966100,0,0,0,0,Unsafe Speed,Unspecified,
1/9/2020,15,40.7230100,-73.9857600,0,0,0,0,Unspecified,Unspecified,
1/9/2020,20,40.7572330,-73.9898000,1,0,1,0,Failure to Yield Right-of-Way,,
1/9/2020,8,40.7391660,-73.9799700,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/9/2020,15,40.7673900,-73.9707300,0,0,0,0,Unspecified,Unspecified,
1/9/2020,14,40.7520640,-73.9735100,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/9/2020,12,40.7445300,-73.9888800,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,
1/9/2020,13,40.8468000,-73.9318540,0,0,0,0,Unspecified,Unspecified,
1/9/2020,19,40.7599100,-73.9588200,0,0,0,0,Unspecified,Unspecified,
1/9/2020,17,40.7154460,-73.9937500,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/9/2020,16,40.7499730,-74.0025250,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/9/2020,20,40.7448160,-73.9876500,0,0,0,0,Driver Inexperience,Unspecified,
1/10/2020,8,40.8676900,-73.9212200,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction
1/10/2020,13,40.7475430,-73.9707900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,12,40.7892040,-73.9548300,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,
1/10/2020,17,40.7476800,-73.9749800,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/10/2020,14,40.8190960,-73.9409300,0,0,0,0,Unspecified,,
1/10/2020,13,40.7032700,-74.0080640,0,0,0,0,Unspecified,,
1/10/2020,8,40.8481140,-73.9362200,0,0,0,0,Unspecified,,
1/10/2020,12,40.7851560,-73.9790100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,18,40.7142220,-73.9948650,0,0,0,0,Unspecified,Unspecified,
1/10/2020,16,40.7386900,-73.9916500,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/10/2020,16,40.7606000,-73.9643400,0,0,0,0,Unspecified,Unspecified,Unspecified
1/10/2020,22,40.7705730,-73.9821550,1,0,1,0,Unspecified,,
1/10/2020,15,40.7803100,-73.9856900,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/10/2020,7,40.7589800,-73.9624400,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/10/2020,15,40.7404440,-74.0000300,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/10/2020,19,40.7504800,-73.9947200,0,0,0,0,Passenger Distraction,Unspecified,
1/10/2020,23,40.7125320,-74.0076750,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,
1/10/2020,8,40.7879000,-73.9536800,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/10/2020,10,40.7238920,-73.9758760,0,0,0,0,Unspecified,Unspecified,
1/10/2020,10,40.8481180,-73.9308900,0,0,0,0,Traffic Control Disregarded,,
1/10/2020,14,40.7733270,-73.9611100,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,
1/10/2020,5,40.7560300,-73.9790340,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,14,40.7977500,-73.9341500,0,0,0,0,Unspecified,Unspecified,
1/10/2020,15,40.7591000,-73.9921500,1,0,1,0,Driver Inattention/Distraction,,
1/10/2020,15,40.7683500,-73.9551600,0,0,0,0,Passing Too Closely,Unspecified,
1/10/2020,8,40.7733270,-73.9611100,0,0,0,0,Unspecified,,
1/10/2020,20,40.7199020,-74.0026100,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,
1/10/2020,21,40.7441980,-73.9745300,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,13,40.7571800,-73.9739900,0,0,0,0,Unsafe Lane Changing,Other Vehicular,
1/10/2020,12,40.7314450,-73.9869500,0,0,0,0,Passing Too Closely,Unspecified,
1/10/2020,20,40.7231180,-74.0062400,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/10/2020,12,40.7068750,-74.0020600,0,0,0,0,Passing Too Closely,Passenger Distraction,
1/10/2020,18,40.7723400,-73.9526900,0,0,0,0,Following Too Closely,Unspecified,
1/10/2020,0,40.7611960,-73.9906300,0,0,0,0,Unspecified,Unspecified,
1/10/2020,14,40.7533700,-73.9746550,0,0,0,0,Following Too Closely,Other Vehicular,
1/10/2020,8,40.7945800,-73.9737100,0,0,0,0,Following Too Closely,Unspecified,
1/10/2020,15,40.8546750,-73.9386600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,11,,,0,0,0,0,Other Vehicular,Other Vehicular,
1/10/2020,23,40.7990840,-73.9426900,0,0,0,0,Unspecified,Unspecified,
1/10/2020,0,40.7849850,-73.9434500,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
1/10/2020,22,40.7137640,-73.9986700,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,8,40.7610780,-73.9989550,0,0,0,0,Passing Too Closely,,
1/10/2020,3,40.7477300,-73.9868850,0,0,0,0,Unspecified,Unspecified,
1/10/2020,19,40.7450680,-73.9725800,0,0,0,0,Alcohol Involvement,Unspecified,
1/10/2020,10,40.7475600,-74.0078600,0,0,0,0,Passing Too Closely,Unspecified,
1/10/2020,11,40.7935450,-73.9707600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/10/2020,18,40.7362300,-73.9976800,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/10/2020,9,,,0,0,0,0,Other Vehicular,Other Vehicular,
1/10/2020,14,40.7089270,-74.0100250,0,0,0,0,Unspecified,Unspecified,
1/10/2020,14,40.7561900,-73.9905700,0,0,0,0,Unspecified,Unspecified,
1/11/2020,11,40.7454400,-73.9754000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,13,40.7372200,-73.9814000,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,
1/11/2020,21,40.7559100,-73.9944800,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
1/11/2020,14,40.7475660,-73.9968300,0,0,0,0,Unspecified,,
1/11/2020,9,40.7868920,-73.9473650,0,0,0,0,Unspecified,,
1/11/2020,10,40.7775040,-73.9549560,1,0,1,0,Following Too Closely,,
1/11/2020,12,40.7614020,-73.9996800,0,0,0,0,Turning Improperly,Unspecified,
1/11/2020,22,40.7605360,-73.9583600,0,0,0,0,Unspecified,Unspecified,
1/11/2020,0,40.7643850,-73.9883100,1,0,0,0,Backing Unsafely,Passing Too Closely,
1/11/2020,9,40.7766040,-73.9466300,0,0,0,0,Unspecified,Unspecified,
1/11/2020,18,,,0,0,0,0,Passing Too Closely,Unspecified,
1/11/2020,4,40.7214780,-73.9776400,0,0,0,0,Outside Car Distraction,Traffic Control Disregarded,
1/11/2020,18,40.7596400,-73.9880600,0,0,0,0,Following Too Closely,Unspecified,
1/11/2020,8,40.7452430,-73.9848000,0,0,0,0,Unspecified,Unspecified,
1/11/2020,14,40.8133740,-73.9562760,1,0,1,0,Unspecified,,
1/11/2020,19,40.7315400,-73.9916400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,0,40.7953760,-73.9734950,0,0,0,0,Backing Unsafely,Unspecified,
1/11/2020,21,40.8089560,-73.9404100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,12,40.7149800,-74.0167000,0,0,0,0,Unspecified,,
1/11/2020,19,,,1,0,1,0,Unspecified,,
1/11/2020,5,40.7203200,-73.9940400,0,0,0,0,Passing Too Closely,Unspecified,
1/11/2020,14,40.7811240,-73.9835200,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
1/11/2020,19,40.7162700,-73.9912000,0,0,0,0,Unspecified,,
1/11/2020,18,40.7401730,-73.9842700,0,0,0,0,Other Vehicular,Other Vehicular,
1/11/2020,4,40.7611730,-73.9578900,0,0,0,0,Turning Improperly,Unspecified,
1/11/2020,2,40.7562260,-73.9795200,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,
1/11/2020,2,40.7304300,-74.0001300,0,0,0,0,Other Vehicular,,
1/11/2020,4,40.7624860,-73.9629800,0,0,0,0,Unspecified,Unspecified,
1/11/2020,10,40.8459200,-73.9325100,0,0,0,0,Unspecified,Unspecified,
1/11/2020,21,40.7560350,-73.9869500,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
1/11/2020,20,40.7551900,-73.9712200,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,
1/11/2020,3,40.7190250,-73.9897800,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/11/2020,17,40.8214450,-73.9503860,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/11/2020,23,40.7187920,-73.9890200,0,0,0,0,Following Too Closely,Unspecified,
1/11/2020,15,40.7311330,-74.0047200,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,
1/11/2020,9,40.7233660,-73.9957100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,9,40.7373280,-73.9926600,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,9,40.7558700,-73.9728240,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,20,40.8101730,-73.9374160,1,0,1,0,Unspecified,,
1/11/2020,17,40.7250820,-73.9953400,0,0,0,0,Other Vehicular,Backing Unsafely,
1/11/2020,16,40.7402600,-73.9905240,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,
1/11/2020,15,,,0,0,0,0,Unspecified,Unspecified,
1/11/2020,10,40.7500400,-73.9950500,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/11/2020,16,40.7610360,-73.9812240,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,
1/11/2020,0,40.8305130,-73.9405100,1,0,1,0,Unspecified,Unspecified,
1/11/2020,10,40.7673900,-73.9707300,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/11/2020,20,40.7995800,-73.9439200,0,0,0,0,Unspecified,Unspecified,
1/11/2020,0,40.7950550,-73.9505500,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/11/2020,2,40.7101750,-74.0011440,2,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,19,40.7185820,-73.9917500,0,0,0,0,Unspecified,,
1/11/2020,17,40.7475100,-73.9863200,0,0,0,0,Backing Unsafely,Unspecified,
1/11/2020,23,40.7608220,-73.9983200,0,0,0,0,Turning Improperly,Turning Improperly,
1/11/2020,19,40.8474270,-73.9314040,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,20,40.7437820,-73.9735200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/11/2020,17,40.7381670,-73.9836400,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,
1/12/2020,18,40.7502940,-73.9948500,0,0,0,0,Unspecified,Unspecified,
1/12/2020,17,40.8254280,-73.9363100,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/12/2020,13,40.7195500,-74.0006260,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,18,40.7704800,-73.9838640,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,
1/12/2020,3,40.7186300,-73.9884950,0,0,0,0,Following Too Closely,Unspecified,
1/12/2020,13,40.7658650,-73.9574200,0,0,0,0,Unspecified,Unspecified,
1/12/2020,17,40.7406650,-73.9951550,0,0,0,0,Other Vehicular,,
1/12/2020,11,40.8090630,-73.9506800,0,0,0,0,Passenger Distraction,Unspecified,
1/12/2020,8,40.7310640,-74.0014200,0,0,0,0,Backing Unsafely,Unspecified,
1/12/2020,15,,,1,0,1,0,Driver Inattention/Distraction,,
1/12/2020,20,40.8461530,-73.9323350,0,0,0,0,Unspecified,,
1/12/2020,10,40.7539060,-73.9935700,0,0,0,0,Driver Inexperience,Unspecified,
1/12/2020,8,40.7491000,-73.9920100,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/12/2020,15,,,0,0,0,0,Passing Too Closely,Unspecified,
1/12/2020,12,40.7418900,-74.0047100,1,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/12/2020,17,40.7583160,-73.9767100,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,15,40.7701200,-73.9574100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,2,40.7184560,-73.9948200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,12,40.7466400,-73.9919740,0,0,0,0,Unspecified,,
1/12/2020,11,40.7663600,-73.9778900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,1,40.7397040,-73.9852100,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,16,40.7681600,-73.9824750,0,0,0,0,Driver Inattention/Distraction,,
1/12/2020,4,40.7503170,-73.9911200,0,0,0,0,Unspecified,,
1/12/2020,17,40.7203200,-73.9940400,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/12/2020,12,40.7480740,-74.0011100,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/12/2020,1,40.7223500,-73.9932700,3,0,0,0,Following Too Closely,Unspecified,
1/12/2020,13,40.7849350,-73.9487150,0,0,0,0,Passing Too Closely,Unspecified,
1/12/2020,11,40.7568320,-74.0012400,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,
1/13/2020,8,40.8073430,-73.9444500,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/13/2020,20,40.7240830,-73.9788700,1,0,1,0,Failure to Yield Right-of-Way,,
1/13/2020,9,40.7756420,-73.9605260,0,0,0,0,Unspecified,Unspecified,
1/13/2020,11,40.7272760,-74.0017000,0,0,0,0,Unspecified,Unspecified,
1/13/2020,11,40.7319640,-73.9881600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/13/2020,13,40.7647360,-73.9822200,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/13/2020,16,40.8079950,-73.9459900,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/13/2020,15,40.7383800,-73.9834750,0,0,0,0,Following Too Closely,Unspecified,
1/13/2020,16,40.7172700,-73.9975000,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/13/2020,4,40.7219500,-73.9962800,2,0,0,0,Driver Inattention/Distraction,Other Vehicular,
1/13/2020,10,40.7947100,-73.9444700,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/13/2020,8,40.7999840,-73.9427500,2,0,0,0,Driver Inexperience,Unspecified,
1/13/2020,18,40.7186900,-74.0062200,0,0,0,0,Unspecified,,
1/13/2020,8,40.7328530,-74.0075300,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,
1/13/2020,15,40.7545800,-73.9991500,0,0,0,0,Failure to Keep Right,Unspecified,
1/13/2020,7,40.7162670,-74.0013200,0,0,0,0,Unspecified,Unspecified,
1/13/2020,0,40.7180180,-73.9999600,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
1/13/2020,13,40.7105750,-74.0084800,0,0,0,0,Unspecified,,
1/13/2020,3,40.7488250,-73.9698400,0,0,0,0,Backing Unsafely,,
1/13/2020,10,40.7589800,-73.9959500,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/13/2020,9,40.8262600,-73.9479500,0,0,0,0,Unspecified,,
1/13/2020,11,40.7050300,-74.0133360,0,0,0,0,Traffic Control Disregarded,Unspecified,
1/13/2020,7,40.7791250,-73.9477540,0,0,0,0,View Obstructed/Limited,Unspecified,
1/13/2020,12,40.7244870,-73.9779600,0,0,0,0,Steering Failure,Unspecified,Unspecified
1/13/2020,14,40.7469830,-73.9908200,0,0,0,0,Unspecified,,
1/13/2020,9,40.7655200,-73.9721100,0,0,0,0,Unspecified,Unspecified,
1/13/2020,22,40.7832450,-73.9447300,1,0,0,0,Unspecified,Unspecified,
1/13/2020,9,40.7801780,-73.9572100,0,0,0,0,Unspecified,Unspecified,
1/13/2020,7,40.7223850,-74.0037800,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,
1/13/2020,17,40.7470100,-73.9771960,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,
1/13/2020,22,40.7666200,-73.9886100,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/13/2020,18,,,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,
1/13/2020,11,40.8434370,-73.9416400,0,0,0,0,Unspecified,Unspecified,
1/13/2020,8,40.8278770,-73.9382400,0,0,0,0,Turning Improperly,Unspecified,
1/13/2020,19,40.8504500,-73.9366700,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
1/13/2020,13,40.7891700,-73.9527500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/13/2020,15,40.7729840,-73.9462050,0,0,0,0,Unspecified,Unspecified,
1/13/2020,11,40.7096860,-74.0116800,0,0,0,0,Passing Too Closely,Passing Too Closely,
1/13/2020,13,40.7540250,-73.9900360,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,
1/13/2020,15,40.7932050,-73.9425800,0,0,0,0,Backing Unsafely,Unspecified,
1/13/2020,12,40.7412450,-74.0014300,0,0,0,0,Following Too Closely,Unspecified,
1/13/2020,4,40.7641070,-73.9668200,0,0,0,0,Unspecified,Unspecified,
1/13/2020,11,40.7375530,-74.0044700,0,0,0,0,Passing or Lane Usage Improper,,
1/13/2020,9,40.7589800,-73.9959500,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,
1/13/2020,10,40.7621770,-73.9661300,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/13/2020,12,40.7484660,-73.9924700,0,0,0,0,Passing or Lane Usage Improper,Other Vehicular,
1/14/2020,14,40.7855760,-73.9542700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,7,40.7152300,-74.0133400,0,0,0,0,Unspecified,Unspecified,
1/14/2020,8,40.7173420,-73.9911800,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/14/2020,11,40.7411080,-74.0057450,0,0,0,0,Following Too Closely,Unspecified,
1/14/2020,14,40.7370500,-73.9928500,0,0,0,0,Unsafe Lane Changing,Unspecified,
1/14/2020,15,40.7187080,-74.0009460,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,13,40.7545800,-73.9991500,0,0,0,0,Unspecified,Unspecified,
1/14/2020,17,40.8660620,-73.9225100,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/14/2020,18,40.8076500,-73.9392550,1,0,1,0,,,
1/14/2020,15,40.8141560,-73.9350740,0,0,0,0,Unspecified,Unspecified,
1/14/2020,0,40.7762200,-73.9759600,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,
1/14/2020,9,40.8325900,-73.9422600,0,0,0,0,Unspecified,,
1/14/2020,20,40.7397200,-73.9951200,0,0,0,0,Unsafe Speed,Passing or Lane Usage Improper,
1/14/2020,8,40.8359300,-73.9435200,0,0,0,0,Unspecified,Unspecified,
1/14/2020,18,40.7820200,-73.9717300,1,0,1,0,Driver Inattention/Distraction,,
1/14/2020,14,40.7241360,-73.9926150,1,0,0,0,Unsafe Lane Changing,Unspecified,
1/14/2020,15,40.7313600,-73.9825700,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,11,40.7200740,-73.9883650,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,14,40.7171800,-73.9831100,1,0,1,0,,,
1/14/2020,17,40.7790570,-73.9580400,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,23,40.7807540,-73.9525800,0,0,0,0,Unspecified,Unspecified,
1/14/2020,23,40.7168120,-73.9977700,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/14/2020,21,40.7419050,-73.9826100,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/14/2020,16,40.7787970,-73.9820600,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,18,40.7558670,-73.9982150,0,0,0,0,Passenger Distraction,Unspecified,
1/14/2020,3,40.7584270,-73.9926400,0,0,0,0,Passing Too Closely,Passing Too Closely,
1/14/2020,13,40.8029700,-73.9638700,0,0,0,0,Other Vehicular,Unsafe Lane Changing,
1/14/2020,22,40.7291900,-73.9872400,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/14/2020,1,40.7610780,-73.9906900,0,0,0,0,Following Too Closely,Following Too Closely,
1/14/2020,7,40.7365600,-74.0011000,0,0,0,0,Following Too Closely,Unspecified,
1/14/2020,11,40.7228240,-74.0081000,0,0,0,0,Unspecified,Unspecified,
1/14/2020,20,40.8488300,-73.9401700,1,0,1,0,Driver Inattention/Distraction,,
1/14/2020,16,40.8146700,-73.9362300,1,0,1,0,Driver Inattention/Distraction,,
1/14/2020,19,40.7301560,-73.9796600,0,0,0,0,Unspecified,Unspecified,
1/14/2020,14,40.7818700,-73.9474800,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,12,40.7594400,-73.9635500,0,0,0,0,Following Too Closely,Unspecified,
1/14/2020,17,40.7736900,-73.9619450,0,0,0,0,Unspecified,Unspecified,
1/14/2020,14,40.7443350,-73.9962500,0,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,7,40.7471660,-73.9737200,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/14/2020,13,40.8039900,-73.9603300,0,0,0,0,Backing Unsafely,Unspecified,
1/14/2020,17,40.7840420,-73.9565000,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,
1/14/2020,8,40.7278440,-73.9822300,0,0,0,0,Other Vehicular,Unspecified,
1/14/2020,22,40.7564500,-73.9703200,0,0,0,0,Turning Improperly,View Obstructed/Limited,
1/14/2020,23,40.7525630,-73.9931900,1,0,0,0,Driver Inattention/Distraction,Unspecified,
1/14/2020,8,40.8659630,-73.9298600,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
1/14/2020,9,40.7849430,-73.9465940,1,0,1,0,View Obstructed/Limited,,
1/14/2020,10,40.7545360,-73.9774000,0,0,0,0,Passing or Lane Usage Improper,Unspecified,
1/14/2020,12,40.7886850,-73.9438600,0,0,0,0,Passing Too Closely,Unspecified,
1/15/2020,16,40.7391320,-73.9779900,0,0,0,0,Unspecified,,
1/15/2020,17,40.7517900,-73.9847200,0,0,0,0,Unspecified,Unspecified,
1/15/2020,15,40.7416420,-73.9974440,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,
1/15/2020,11,40.7499100,-73.9859850,0,0,0,0,Following Too Closely,Unspecified,
1/15/2020,19,40.7447780,-73.9758900,1,0,0,0,Unsafe Lane Changing,Other Lighting Defects,
1/15/2020,13,40.7348440,-73.9831200,0,0,0,0,Turning Improperly,Unspecified,
